destination_port,duration,packet_count,byte_count,connection_rate,threat_label
22,11999313,21,2008,4.416919535,SSH-Patator
22,12285135,22,2008,4.395556093,SSH-Patator
22,11656844,21,2008,4.546685192,SSH-Patator
22,13505239,21,2008,3.924402967,SSH-Patator
22,11832210,19,2008,4.225753262,SSH-Patator
22,11614600,24,2008,4.907616276,SSH-Patator
22,12495225,22,2024,4.321650871,SSH-Patator
22,11909933,21,2008,4.450067015,SSH-Patator
22,12546044,21,2008,4.224439194,SSH-Patator
22,12039751,22,2008,4.568200788,SSH-Patator
22,11759740,21,2008,4.506902363,SSH-Patator
22,11684124,23,2008,4.707242066,SSH-Patator
22,13650418,21,2008,3.882664985,SSH-Patator
22,12770268,21,2008,4.150265288,SSH-Patator
22,12298200,19,2008,4.065635621,SSH-Patator
22,12200757,21,2008,4.343992754,SSH-Patator
22,14046356,28,2824,4.769920398,SSH-Patator
22,11974899,21,2008,4.425924594,SSH-Patator
22,10551663,19,2008,4.738589547,SSH-Patator
22,11826200,24,2008,4.735248854,SSH-Patator
22,12294042,19,2008,4.067010671,SSH-Patator
22,13609904,21,2008,3.894222913,SSH-Patator
22,11053395,19,2008,4.523497079,SSH-Patator
22,13922517,22,2008,3.878609019,SSH-Patator
22,13002647,28,2200,5.152796965,SSH-Patator
22,135,1,0,14814.81481,SSH-Patator
22,12343276,21,2008,4.293835769,SSH-Patator
22,12701390,21,2024,4.251503182,SSH-Patator
22,13390781,23,2824,4.406016348,SSH-Patator
22,11587433,21,2008,4.573920729,SSH-Patator
22,12079419,21,2008,4.304842807,SSH-Patator
22,11944854,21,2008,4.520775223,SSH-Patator
22,12144305,24,2008,4.693558009,SSH-Patator
22,13624088,21,2008,3.890168648,SSH-Patator
22,11670680,19,2008,4.284240507,SSH-Patator
22,12075258,21,2008,4.389140174,SSH-Patator
22,12798760,21,2008,4.062893593,SSH-Patator
22,11832404,20,2008,4.479225016,SSH-Patator
22,12063560,21,2008,4.393396311,SSH-Patator
22,11105080,21,2008,4.772590562,SSH-Patator
22,12119011,21,2008,4.373294157,SSH-Patator
22,11865754,21,2008,4.466635664,SSH-Patator
22,13507377,21,2008,3.923781797,SSH-Patator
22,13075799,21,2008,4.053289592,SSH-Patator
22,11259386,21,2008,4.707183855,SSH-Patator
22,11375897,21,2008,4.658973266,SSH-Patator
22,12048092,23,2008,4.565038182,SSH-Patator
22,13209870,21,2008,4.01215152,SSH-Patator
22,11610012,21,2008,4.565025428,SSH-Patator
22,11376424,21,2008,4.658757444,SSH-Patator
22,12035910,21,2008,4.403489225,SSH-Patator
22,12843746,21,2008,4.126521966,SSH-Patator
22,11633353,22,2008,4.641825964,SSH-Patator
22,12193659,19,2008,4.100491903,SSH-Patator
22,13216191,21,2008,4.0102326,SSH-Patator
22,13206106,21,2008,4.013295062,SSH-Patator
22,12180457,21,2008,4.35123247,SSH-Patator
22,14131552,23,2072,4.033527245,SSH-Patator
22,10673715,21,2008,4.965468911,SSH-Patator
22,11270345,21,2008,4.702606708,SSH-Patator
22,12389809,22,2008,4.358420699,SSH-Patator
22,11795418,21,2008,4.493270183,SSH-Patator
22,12531133,21,2008,4.229465923,SSH-Patator
22,12507058,23,2008,4.397516986,SSH-Patator
22,11825010,20,2008,4.482025808,SSH-Patator
22,12939750,21,2008,4.095906026,SSH-Patator
22,10021783,20,2008,5.288480104,SSH-Patator
22,11558485,21,2008,4.585376025,SSH-Patator
22,13767902,21,2008,3.849533502,SSH-Patator
22,12106039,21,2008,4.377980279,SSH-Patator
22,12097258,21,2008,4.38115811,SSH-Patator
22,10807915,21,2008,4.903813548,SSH-Patator
22,13313158,21,2008,3.981023886,SSH-Patator
22,18,1,0,111111.1111,SSH-Patator
22,12631224,19,2008,3.958444566,SSH-Patator
22,11277705,21,2008,4.699537716,SSH-Patator
22,119,1,0,16806.72269,SSH-Patator
22,12133926,19,2024,4.120677842,SSH-Patator
22,11313822,21,2008,4.684535429,SSH-Patator
22,10683800,21,2008,4.960781744,SSH-Patator
22,11504207,21,2008,4.607010288,SSH-Patator
22,12274509,21,2008,4.317891657,SSH-Patator
22,12862856,21,2008,4.120391303,SSH-Patator
22,12647626,21,2008,4.190509745,SSH-Patator
22,1888077,10,1128,11.12242774,SSH-Patator
22,10660056,21,2008,4.971831292,SSH-Patator
22,11911121,21,2008,4.449623171,SSH-Patator
22,12760185,21,2008,4.153544796,SSH-Patator
22,11656202,22,2008,4.71851809,SSH-Patator
22,13830035,22,2008,3.904545433,SSH-Patator
22,11961150,21,2008,4.431012068,SSH-Patator
22,11450716,23,2008,4.803193093,SSH-Patator
22,12805134,21,2008,4.138964887,SSH-Patator
22,12652092,21,2008,4.189030557,SSH-Patator
22,11449819,22,2008,4.716231759,SSH-Patator
22,13363896,19,2008,3.741423908,SSH-Patator
22,13338211,21,2008,3.973546377,SSH-Patator
22,10959485,21,2008,4.835993662,SSH-Patator
22,12506552,21,2008,4.237778726,SSH-Patator
22,11448916,22,2008,4.716603738,SSH-Patator
22,10806698,21,2008,4.904365792,SSH-Patator
22,11458139,22,2008,4.800081409,SSH-Patator
22,13081799,21,2008,4.051430541,SSH-Patator
22,13239285,21,2008,4.003237335,SSH-Patator
22,11033203,21,2008,4.803682122,SSH-Patator
22,13725408,23,2008,4.080024434,SSH-Patator
22,13478555,22,2008,4.006364184,SSH-Patator
22,12476698,20,2008,4.2479188,SSH-Patator
22,12024933,20,2008,4.407508965,SSH-Patator
22,11575785,21,2008,4.578523184,SSH-Patator
22,12944797,21,2008,4.094309088,SSH-Patator
22,10655601,21,2008,4.880062607,SSH-Patator
22,13472908,21,2008,3.859597349,SSH-Patator
22,10527569,21,2008,5.034400629,SSH-Patator
22,11263065,20,2008,4.705646287,SSH-Patator
22,13273376,20,2008,3.992955522,SSH-Patator
22,11905587,21,2008,4.451691462,SSH-Patator
22,11489397,19,2008,4.351838482,SSH-Patator
22,13138194,21,2008,4.034039991,SSH-Patator
22,12249562,23,2008,4.489956457,SSH-Patator
22,11802899,19,2008,4.236247383,SSH-Patator
22,144,1,0,13888.88889,SSH-Patator
22,13681270,22,2008,4.020094626,SSH-Patator
22,11830357,21,2008,4.395471751,SSH-Patator
22,13067613,19,2008,3.826253502,SSH-Patator
22,13595130,21,2008,3.898454814,SSH-Patator
22,14003899,25,2200,4.284521047,SSH-Patator
22,11706638,21,2008,4.527345938,SSH-Patator
22,11586033,19,2008,4.315540962,SSH-Patator
22,16753619,26,2008,3.700692967,SSH-Patator
22,12060140,19,2008,4.145888854,SSH-Patator
22,11628779,21,2008,4.557658203,SSH-Patator
22,11909182,21,2008,4.450347639,SSH-Patator
22,10919893,21,2008,4.853527411,SSH-Patator
22,11485561,21,2008,4.614489445,SSH-Patator
22,12231931,20,1992,4.33292176,SSH-Patator
22,12447902,21,2024,4.257745602,SSH-Patator
22,12723439,21,2008,4.165540464,SSH-Patator
22,10985056,21,2008,4.824736442,SSH-Patator
22,13536963,21,2008,3.915206092,SSH-Patator
22,11127568,23,2008,4.942679299,SSH-Patator
22,12085725,22,2008,4.468081145,SSH-Patator
22,11986344,22,2008,4.505126834,SSH-Patator
22,12993073,19,2008,3.848204347,SSH-Patator
22,11949929,21,2024,4.435172795,SSH-Patator
22,12261871,21,2008,4.322341998,SSH-Patator
22,13783054,21,2008,3.845301629,SSH-Patator
22,11742235,21,2008,4.513621129,SSH-Patator
22,11789126,20,2008,4.495668296,SSH-Patator
22,12948961,21,2008,4.09299248,SSH-Patator
22,12428470,23,2008,4.425323471,SSH-Patator
22,12415516,21,2008,4.268851975,SSH-Patator
22,11951085,21,2008,4.434743791,SSH-Patator
22,11653765,21,2008,4.547886456,SSH-Patator
22,387,3,24,10335.91731,SSH-Patator
22,12866358,21,2008,4.119269804,SSH-Patator
22,13288189,22,2008,4.063759177,SSH-Patator
22,10321231,21,2008,5.135046391,SSH-Patator
22,10967647,21,2008,4.83239477,SSH-Patator
22,11061051,22,2008,4.881995391,SSH-Patator
22,12305259,23,2008,4.469633675,SSH-Patator
22,12364438,19,2008,4.043855451,SSH-Patator
22,11914038,21,2008,4.448533738,SSH-Patator
22,12257561,21,2008,4.323861819,SSH-Patator
22,11779876,23,2008,4.668979538,SSH-Patator
22,12626406,19,2008,3.959955034,SSH-Patator
22,11388753,21,2008,4.653714063,SSH-Patator
22,11743253,22,2008,4.598385132,SSH-Patator
22,12455132,21,2008,4.174985861,SSH-Patator
22,11480109,19,2008,4.355359344,SSH-Patator
22,361,2,0,5540.166205,SSH-Patator
22,14042322,22,2008,3.91673115,SSH-Patator
22,12740653,23,2008,4.316890194,SSH-Patator
22,12253566,21,2008,4.325271517,SSH-Patator
22,13544213,21,2008,3.913110345,SSH-Patator
22,11663401,21,2008,4.629867395,SSH-Patator
22,14072222,21,2008,3.766285097,SSH-Patator
22,11525379,19,2008,4.33825213,SSH-Patator
22,13007662,22,2008,4.074521617,SSH-Patator
22,11931014,21,2008,4.442204158,SSH-Patator
22,11539366,21,2008,4.592973305,SSH-Patator
22,11620099,22,2008,4.647120476,SSH-Patator
22,11315080,21,2008,4.684014607,SSH-Patator
22,12328222,21,2008,4.299078975,SSH-Patator
22,11803075,19,2008,4.320907899,SSH-Patator
22,13405811,19,2008,3.729725863,SSH-Patator
22,11957883,19,2008,4.181342132,SSH-Patator
22,12871699,20,2008,4.117560549,SSH-Patator
22,14564124,21,2008,3.639079151,SSH-Patator
22,12023599,22,2008,4.491167744,SSH-Patator
22,11581128,23,2008,4.749105614,SSH-Patator
22,12974968,21,2008,4.007717013,SSH-Patator
22,13020242,21,2008,3.993781375,SSH-Patator
22,10215755,21,2008,5.188064906,SSH-Patator
22,12458316,19,2024,4.173918851,SSH-Patator
22,13290619,21,2008,3.987775137,SSH-Patator
22,12287738,21,2008,4.313243007,SSH-Patator
22,11360416,21,2008,4.665322115,SSH-Patator
22,11297846,21,2008,4.691159713,SSH-Patator
22,12186766,21,2008,4.266923645,SSH-Patator
22,14749871,22,2008,3.728846171,SSH-Patator
22,12261684,22,2008,4.403962784,SSH-Patator
22,12746140,21,2008,4.23657672,SSH-Patator
22,34,1,0,58823.52941,SSH-Patator
22,12339974,21,2008,4.294984738,SSH-Patator
22,12585232,20,2008,4.2112851,SSH-Patator
22,11493318,19,2008,4.350353832,SSH-Patator
22,12340327,21,2008,4.213826749,SSH-Patator
22,12010423,21,2008,4.412833753,SSH-Patator
22,12039452,21,2008,4.402193721,SSH-Patator
22,12933941,22,2008,4.175061569,SSH-Patator
22,11699477,21,2008,4.53011703,SSH-Patator
22,12086043,21,2008,4.385223518,SSH-Patator
22,11701996,21,2008,4.529141866,SSH-Patator
22,12566038,21,2008,4.217717629,SSH-Patator
22,13480405,21,2008,3.931632618,SSH-Patator
22,13307916,21,2008,3.982592015,SSH-Patator
22,12259614,21,2008,4.323137743,SSH-Patator
22,13919544,21,2008,3.807595996,SSH-Patator
22,11523120,23,2008,4.773012865,SSH-Patator
22,12109701,22,2008,4.45923479,SSH-Patator
22,12689793,21,2008,4.176585071,SSH-Patator
22,12334506,21,2008,4.296888744,SSH-Patator
22,12488972,20,2008,4.243744001,SSH-Patator
22,14358271,21,2008,3.691252241,SSH-Patator
22,133,1,0,15037.59398,SSH-Patator
22,12023715,24,2072,4.823800298,SSH-Patator
22,10910482,21,2008,4.857713894,SSH-Patator
22,13048639,21,2008,4.061726284,SSH-Patator
22,12515064,19,2008,3.995185322,SSH-Patator
22,10287113,23,2008,5.346495173,SSH-Patator
22,10913089,21,2008,4.948186531,SSH-Patator
22,11592091,21,2008,4.572082811,SSH-Patator
22,11312428,21,2008,4.685112692,SSH-Patator
22,11793007,25,2008,4.833372862,SSH-Patator
22,13305767,21,2008,3.983235239,SSH-Patator
22,12867308,21,2008,4.118965676,SSH-Patator
22,11526518,21,2008,4.59809285,SSH-Patator
22,11638859,21,2008,4.553710978,SSH-Patator
22,13553908,25,2008,4.205429165,SSH-Patator
22,11553490,21,2008,4.587358452,SSH-Patator
22,11907084,21,2008,4.45113178,SSH-Patator
22,13594437,21,2008,3.898653545,SSH-Patator
22,12644143,21,2008,4.191664077,SSH-Patator
22,12184388,25,2008,4.678117604,SSH-Patator
22,11823375,21,2008,4.482645607,SSH-Patator
22,19550194,33,2440,3.887429455,SSH-Patator
22,12016469,21,2008,4.493832589,SSH-Patator
22,12418049,21,2008,4.267981226,SSH-Patator
22,11691120,21,2008,4.53335523,SSH-Patator
22,11451624,20,2008,4.628164529,SSH-Patator
22,12211032,22,2008,4.340337492,SSH-Patator
22,13592760,22,2008,4.046271692,SSH-Patator
22,13174883,21,2008,4.022806123,SSH-Patator
22,12151482,21,2008,4.361607909,SSH-Patator
22,11669764,21,2008,4.541651399,SSH-Patator
22,12141091,21,2008,4.365340808,SSH-Patator
22,953,2,0,4197.271773,SSH-Patator
22,12067526,21,2008,4.391952418,SSH-Patator
22,11982702,19,2008,4.172681587,SSH-Patator
22,10719235,21,2008,4.944382691,SSH-Patator
22,9826249,21,2008,5.393716361,SSH-Patator
22,25,1,0,80000.0,SSH-Patator
22,12408444,21,2008,4.271284941,SSH-Patator
22,12171642,21,2008,4.354383739,SSH-Patator
22,11542258,22,2008,4.678460662,SSH-Patator
22,12960545,20,2008,4.089334206,SSH-Patator
22,850,2,24,4705.882353,SSH-Patator
22,13090300,21,2008,4.048799493,SSH-Patator
22,13289795,23,2008,4.213759505,SSH-Patator
22,12617963,23,2008,4.438117309,SSH-Patator
22,12294545,21,2008,4.310854936,SSH-Patator
22,11247869,21,2008,4.712003669,SSH-Patator
22,12288813,21,2008,4.312865693,SSH-Patator
22,11940307,19,2008,4.187497022,SSH-Patator
22,13918162,21,2024,3.80797407,SSH-Patator
22,404,2,0,4950.49505,SSH-Patator
22,12222661,21,2008,4.336207966,SSH-Patator
22,12369656,21,2008,4.284678571,SSH-Patator
22,10991766,21,2008,4.821791148,SSH-Patator
22,19526856,32,2440,3.84086409,SSH-Patator
22,12747918,23,2024,4.392874193,SSH-Patator
22,11337666,21,2008,4.674683484,SSH-Patator
22,12994892,21,2008,4.155478937,SSH-Patator
22,12968389,21,2008,4.08686075,SSH-Patator
22,10551012,24,2008,5.30754775,SSH-Patator
22,12029814,21,2024,4.405720654,SSH-Patator
22,12419047,21,2008,4.187116773,SSH-Patator
22,11906322,20,2008,4.451416651,SSH-Patator
22,13913433,19,2008,3.593649389,SSH-Patator
22,12120435,21,2008,4.37278035,SSH-Patator
22,12322571,21,2008,4.301050487,SSH-Patator
22,13609590,22,2008,3.96779036,SSH-Patator
22,12230647,21,2008,4.33337664,SSH-Patator
22,11865435,22,2008,4.63531257,SSH-Patator
22,12960744,21,2008,4.089271418,SSH-Patator
22,12205137,22,2008,4.42436656,SSH-Patator
22,11656689,21,2008,4.54674565,SSH-Patator
22,11699562,21,2008,4.530084118,SSH-Patator
22,11739853,21,2008,4.514536937,SSH-Patator
22,11208082,22,2008,4.817951903,SSH-Patator
22,13348016,21,2008,3.970627545,SSH-Patator
22,12073441,21,2008,4.38980072,SSH-Patator
22,13128080,21,2024,4.037147854,SSH-Patator
22,12956310,19,2008,3.85912347,SSH-Patator
22,12711751,21,2008,4.16937053,SSH-Patator
22,12631098,22,2008,4.354332458,SSH-Patator
22,12083932,21,2008,4.385989593,SSH-Patator
22,13335703,21,2008,3.974293669,SSH-Patator
22,11056174,21,2008,4.793701691,SSH-Patator
22,13815793,21,2008,3.836189497,SSH-Patator
22,11828932,21,2008,4.480539748,SSH-Patator
22,11623804,23,2008,4.731669598,SSH-Patator
22,12142619,21,2008,4.364791484,SSH-Patator
22,12290508,21,2024,4.3122709,SSH-Patator
22,12674269,23,2008,4.339500763,SSH-Patator
22,12807787,20,2008,4.138107543,SSH-Patator
22,12999080,21,2008,4.077211618,SSH-Patator
22,12489824,21,2008,4.243454511,SSH-Patator
22,11575570,19,2008,4.319441721,SSH-Patator
22,13218309,21,2008,4.009590032,SSH-Patator
22,11598189,23,2008,4.742119653,SSH-Patator
22,12577834,22,2008,4.213762083,SSH-Patator
22,11905357,21,2008,4.535773266,SSH-Patator
22,13245462,21,2008,4.001370432,SSH-Patator
22,11533965,21,2008,4.595124053,SSH-Patator
22,11937456,25,2008,4.77488671,SSH-Patator
22,11931374,21,2024,4.442070125,SSH-Patator
22,12045866,21,2008,4.48286574,SSH-Patator
22,11212975,21,2008,4.726667098,SSH-Patator
22,13086124,23,2008,4.202925175,SSH-Patator
22,13997594,20,2008,3.786365,SSH-Patator
22,10097542,24,2008,5.545904142,SSH-Patator
22,11980561,21,2008,4.423832907,SSH-Patator
22,12026942,21,2008,4.406772727,SSH-Patator
22,12196996,21,2008,4.345332244,SSH-Patator
22,11855350,21,2008,4.470555488,SSH-Patator
22,11100362,21,2008,4.774619062,SSH-Patator
22,11590395,23,2008,4.745308508,SSH-Patator
22,13951888,21,2008,3.798769027,SSH-Patator
22,11799391,23,2008,4.661257517,SSH-Patator
22,12349713,21,2008,4.291597708,SSH-Patator
22,13181000,21,2008,4.020939231,SSH-Patator
22,10281271,21,2008,5.155004668,SSH-Patator
22,11910457,25,2008,4.785710573,SSH-Patator
22,11535060,21,2008,4.594687847,SSH-Patator
22,11040234,20,2008,4.800622885,SSH-Patator
22,13633056,21,2008,3.887609645,SSH-Patator
22,12226779,21,2008,4.334747524,SSH-Patator
22,11258450,21,2008,4.707575199,SSH-Patator
22,11763912,21,2008,4.505304018,SSH-Patator
22,13856594,23,2008,3.969229379,SSH-Patator
22,15277691,30,2200,4.516389289,SSH-Patator
22,11822180,21,2008,4.483098718,SSH-Patator
22,13003717,19,2008,3.845054456,SSH-Patator
22,11672831,21,2008,4.540458095,SSH-Patator
22,11926771,19,2024,4.19224952,SSH-Patator
22,13300110,21,2008,3.984929448,SSH-Patator
22,11306538,19,2008,4.422220135,SSH-Patator
22,10833572,21,2008,4.892199913,SSH-Patator
22,10743871,21,2008,4.83996876,SSH-Patator
22,12401524,21,2008,4.273668301,SSH-Patator
22,11783891,20,2008,4.497665499,SSH-Patator
22,13291883,21,2008,3.987395917,SSH-Patator
22,17359259,33,2376,4.320460914,SSH-Patator
22,12726113,19,2008,3.928929438,SSH-Patator
22,11851404,22,2008,4.556422176,SSH-Patator
22,12324175,23,2008,4.46277337,SSH-Patator
22,13366678,21,2008,3.96508392,SSH-Patator
22,14751656,22,2008,3.728394968,SSH-Patator
22,10660842,20,2008,4.97146473,SSH-Patator
22,10242721,21,2008,5.174406293,SSH-Patator
22,122,1,0,16393.44262,SSH-Patator
22,12004924,21,2008,4.414855104,SSH-Patator
22,11709773,21,2008,4.526133854,SSH-Patator
22,11593624,22,2008,4.743986867,SSH-Patator
22,11017276,21,2008,4.719859973,SSH-Patator
22,12820980,21,1992,4.133849363,SSH-Patator
22,12251162,23,2024,4.57099498,SSH-Patator
22,12933310,21,2008,4.097945538,SSH-Patator
22,11045278,21,2008,4.798430605,SSH-Patator
22,11112631,21,2008,4.67935991,SSH-Patator
22,11337949,21,2008,4.674566802,SSH-Patator
22,12575153,21,2008,4.21466045,SSH-Patator
22,13149110,22,2008,4.106741825,SSH-Patator
22,12993878,19,2008,4.00188458,SSH-Patator
22,10833442,22,2008,4.984565386,SSH-Patator
22,13873166,22,2008,3.892406391,SSH-Patator
22,13164641,21,2008,4.025935838,SSH-Patator
22,17385614,32,2200,4.198873851,SSH-Patator
22,137,1,0,14598.54015,SSH-Patator
22,13706676,21,2008,3.866728885,SSH-Patator
22,11889609,25,2008,4.794102144,SSH-Patator
22,11651783,22,2008,4.634483838,SSH-Patator
22,11964262,22,2008,4.597024037,SSH-Patator
22,12861638,22,2008,4.1985321,SSH-Patator
22,11382753,21,2008,4.656167098,SSH-Patator
22,11928606,21,2008,4.443100895,SSH-Patator
22,13942497,22,2008,3.944774024,SSH-Patator
22,10624586,19,2008,4.706065723,SSH-Patator
22,11774311,23,2008,4.67118628,SSH-Patator
22,12497639,22,2008,4.320816116,SSH-Patator
22,13861725,21,2008,3.823477958,SSH-Patator
22,12079345,21,2008,4.387655125,SSH-Patator
22,12236930,21,2008,4.331151686,SSH-Patator
22,11672763,20,2008,4.540484545,SSH-Patator
22,10959590,22,2008,4.927191619,SSH-Patator
22,11621575,21,2008,4.560483411,SSH-Patator
22,13196615,21,2008,4.016181422,SSH-Patator
22,12884694,21,2008,4.113407738,SSH-Patator
22,12183767,22,2024,4.43212678,SSH-Patator
22,12049528,21,2008,4.315521737,SSH-Patator
22,11639220,22,2008,4.725402561,SSH-Patator
22,12131553,21,2008,4.368772902,SSH-Patator
22,13249795,21,2008,4.000061888,SSH-Patator
22,12051794,21,2008,4.397685523,SSH-Patator
22,11669595,21,2008,4.541717172,SSH-Patator
22,11930613,21,2008,4.358535475,SSH-Patator
22,12927093,23,2008,4.254630179,SSH-Patator
22,12069995,21,2024,4.308203939,SSH-Patator
22,12264269,20,2008,4.321496862,SSH-Patator
22,13598570,21,2008,3.897468631,SSH-Patator
22,11381179,21,2008,4.656811039,SSH-Patator
22,11857451,21,2008,4.469763358,SSH-Patator
22,12212022,21,2008,4.339985631,SSH-Patator
22,11826880,20,2008,4.481317135,SSH-Patator
22,11393250,21,2024,4.651877208,SSH-Patator
22,988,2,0,3036.437247,SSH-Patator
22,12600890,21,2008,4.206052112,SSH-Patator
22,11651937,22,2008,4.720245226,SSH-Patator
22,11953671,21,2008,4.4337844,SSH-Patator
22,12275288,21,2008,4.31761764,SSH-Patator
22,12556634,21,2008,4.300515568,SSH-Patator
22,12132626,23,2008,4.533231305,SSH-Patator
22,12645117,21,2024,4.112259301,SSH-Patator
22,12035073,21,2008,4.486885954,SSH-Patator
22,11728527,21,2008,4.518896533,SSH-Patator
22,12386265,21,2008,4.278933157,SSH-Patator
22,13149389,21,2008,4.030605529,SSH-Patator
22,11279492,21,2008,4.698793173,SSH-Patator
22,13342892,23,2008,4.196991177,SSH-Patator
22,11959177,20,2008,4.431743087,SSH-Patator
22,11203065,21,2008,4.820109497,SSH-Patator
22,11336678,19,2008,4.4104631,SSH-Patator
22,14456137,22,1992,3.804612532,SSH-Patator
22,11732143,21,2008,4.51750375,SSH-Patator
22,2495438,14,1128,10.41901261,SSH-Patator
22,12695682,21,2008,4.253414665,SSH-Patator
22,13184490,21,2008,4.019874868,SSH-Patator
22,11603662,21,2008,4.567523597,SSH-Patator
22,11730313,21,2008,4.518208508,SSH-Patator
22,12772224,20,2008,4.149629696,SSH-Patator
22,11982866,22,2008,4.506434437,SSH-Patator
22,13610478,21,2008,3.89405868,SSH-Patator
22,12621974,21,2008,4.199026238,SSH-Patator
22,6114814,17,1480,5.88734179,SSH-Patator
22,12437229,21,2024,4.261399384,SSH-Patator
22,10316530,21,2008,5.137386311,SSH-Patator
22,13367138,19,2008,3.740516482,SSH-Patator
22,9973467,21,2008,5.314099901,SSH-Patator
22,14156472,21,2008,3.743870648,SSH-Patator
22,12705286,21,2008,4.171492086,SSH-Patator
22,11832391,21,2008,4.479229938,SSH-Patator
22,11474651,21,2008,4.618876862,SSH-Patator
22,13980621,21,2008,3.790961789,SSH-Patator
22,13106761,21,2008,4.043714538,SSH-Patator
22,10938069,20,2008,4.845462211,SSH-Patator
22,14029349,20,2008,3.777794679,SSH-Patator
22,12035846,23,2008,4.569682929,SSH-Patator
22,12768033,21,2008,4.150991778,SSH-Patator
22,11662737,21,2008,4.630130989,SSH-Patator
22,13265224,23,2008,4.146179514,SSH-Patator
22,12429979,22,2008,4.424786237,SSH-Patator
22,11423710,19,2008,4.376861808,SSH-Patator
22,11043138,21,2008,4.7088065,SSH-Patator
22,11768950,19,2008,4.248467365,SSH-Patator
22,13339916,21,2008,3.973038511,SSH-Patator
22,10495350,22,2008,5.240415994,SSH-Patator
22,11647506,23,2008,4.807896214,SSH-Patator
22,11506162,21,2008,4.606227515,SSH-Patator
22,11658299,22,2008,4.631893555,SSH-Patator
22,11849789,21,2008,4.472653479,SSH-Patator
22,12844042,20,2008,4.126426868,SSH-Patator
22,12480943,19,2008,4.166351853,SSH-Patator
22,11782197,21,2008,4.498312157,SSH-Patator
22,12302585,23,2008,4.470605161,SSH-Patator
22,11855267,21,2024,4.470586786,SSH-Patator
22,11043053,22,2008,4.980506749,SSH-Patator
22,12320366,23,2008,4.464153094,SSH-Patator
22,10783497,19,2008,4.636714787,SSH-Patator
22,13184401,23,2008,4.095749212,SSH-Patator
22,11617804,22,2008,4.56196369,SSH-Patator
22,10725743,21,2008,4.941382616,SSH-Patator
22,11717115,21,2008,4.523297757,SSH-Patator
22,13090045,22,2008,4.125272297,SSH-Patator
22,13964897,19,2008,3.580405928,SSH-Patator
22,10934762,21,2008,4.846927624,SSH-Patator
22,11449717,23,2008,4.803612177,SSH-Patator
22,11499699,21,2008,4.695775081,SSH-Patator
22,2454427,11,1128,8.96339553,SSH-Patator
22,11480099,21,2008,4.616684926,SSH-Patator
22,12416444,21,2008,4.268532923,SSH-Patator
22,13363173,21,2008,3.966123914,SSH-Patator
22,12516082,21,2008,4.234551995,SSH-Patator
22,11025918,19,2008,4.534769803,SSH-Patator
22,11645315,19,2008,4.293572136,SSH-Patator
22,12002660,21,2008,4.415687856,SSH-Patator
22,10831898,20,2008,4.892955971,SSH-Patator
22,11541299,19,2008,4.332267971,SSH-Patator
22,12799770,22,2008,4.296952211,SSH-Patator
22,15245195,29,2200,4.394827354,SSH-Patator
22,12478573,21,2008,4.247280518,SSH-Patator
22,12755177,21,2008,4.155175581,SSH-Patator
22,12481010,20,2008,4.246451209,SSH-Patator
22,13633323,21,2008,3.887533509,SSH-Patator
22,12289422,21,2008,4.31265197,SSH-Patator
22,11858291,20,1992,4.469446736,SSH-Patator
22,11501346,21,2008,4.608156298,SSH-Patator
22,14751854,22,2008,3.660556836,SSH-Patator
22,11593014,21,2008,4.571718795,SSH-Patator
22,13048113,21,2008,4.061890022,SSH-Patator
22,12750658,22,2008,4.235075555,SSH-Patator
22,11903066,21,2008,4.368622336,SSH-Patator
22,11353671,23,2008,4.844248173,SSH-Patator
22,13701720,21,2008,3.795143967,SSH-Patator
22,12220492,22,1992,4.418807361,SSH-Patator
22,13444209,20,2008,3.942217798,SSH-Patator
22,12093814,22,2008,4.46509265,SSH-Patator
22,11294789,21,2008,4.692429403,SSH-Patator
22,11098554,21,2024,4.775396867,SSH-Patator
22,12268835,24,2280,4.72742522,SSH-Patator
22,10901448,21,2008,4.770008535,SSH-Patator
22,11826469,21,2008,4.481472872,SSH-Patator
22,11809422,23,2008,4.657298215,SSH-Patator
22,951,2,0,3154.574132,SSH-Patator
22,12320417,21,2008,4.301802447,SSH-Patator
22,13518370,22,2008,4.068537849,SSH-Patator
22,11823040,21,2008,4.48277262,SSH-Patator
22,12476552,21,2008,4.247968509,SSH-Patator
22,12055936,21,2008,4.396174631,SSH-Patator
22,12570752,21,2024,4.13658626,SSH-Patator
22,12264326,23,2008,4.566088671,SSH-Patator
22,13536814,21,2008,3.915249186,SSH-Patator
22,11526860,21,2008,4.597956425,SSH-Patator
22,13165953,23,2008,4.101488134,SSH-Patator
22,130,1,0,15384.61538,SSH-Patator
22,11918770,23,2008,4.614570128,SSH-Patator
22,12663322,23,2008,4.34325211,SSH-Patator
22,14219043,21,2008,3.727395719,SSH-Patator
22,10830856,21,2008,4.893426706,SSH-Patator
22,14747923,22,2008,3.729338701,SSH-Patator
22,11173908,21,2008,4.743192802,SSH-Patator
22,13356710,21,2008,3.968043029,SSH-Patator
22,13632957,21,2008,3.887637876,SSH-Patator
22,11896337,25,2008,4.791390829,SSH-Patator
22,10520193,21,2008,5.037930388,SSH-Patator
22,12607001,20,2008,4.20401331,SSH-Patator
22,11578243,20,2008,4.577551188,SSH-Patator
22,11598121,21,2008,4.569705731,SSH-Patator
22,12075858,21,2008,4.306112245,SSH-Patator
